belonging,Lng,Lat,Cid,followers,totalPrice,price,square,livingRoom,drawingRoom,kitchen,bathRoom,buildingType,constructionTime,renovationCondition,buildingStructure,ladderRatio,elevator,fiveYearsProperty,subway,district,communityAverage,year,month,day,floor_num,relativeHeight,house_cnt,mall_cnt
170,116.66416132282713,40.18327135052531,1111027379649.3447,8.76313276026743,246.965329512894,23012.23400191022,107.98880611270296,2.67621776504298,1.6743075453677172,1.0,1.556829035339064,3.8500477554918815,2007.9808978032477,2.3744030563514804,4.533906399235912,0.4439723018147087,0.6475644699140402,0.2368672397325692,0.0,13.0,37105.5787965616,2014.812798471824,6.468003820439351,16.825214899713465,9.966571155682905,2.238777459407832,1047.0,0.0
171,116.66172362069824,40.12940512817956,1111027379388.5266,8.335162094763092,201.44341645885285,24251.73067331671,84.87029675810474,2.0596009975062346,1.184788029925187,0.9997506234413964,1.122443890274314,3.6683291770573567,1999.4069825436409,2.376807980049876,2.938154613466334,0.4888528678304239,0.2910224438902743,0.642643391521197,0.4668329177057356,13.0,39115.1289276808,2014.442144638404,6.639152119700748,16.316708229426435,8.794014962593517,2.431172069825436,4010.0,15.0
174,116.24185665041443,40.22157446172599,1450839099101.3066,23.621160409556317,220.7697220867869,30741.836177474404,74.03994149195515,1.9151633349585568,1.0794734275962945,0.9887859580692344,1.0794734275962945,3.475865431496831,2000.7815699658704,3.028278888347148,3.6323744514870793,0.3806153096050707,0.3115553388590931,0.5460750853242321,0.295465626523647,6.0,38845.02242808386,2016.0472940029251,6.724524622135544,16.418820087762068,10.42077035592394,2.42320819112628,2051.0,8.0
175,116.336534,40.217354,1111057282674.8,22.33333333333333,250.5,23219.8,119.26266666666668,2.7333333333333334,1.6,1.0,1.6666666666666667,4.0,2008.6,2.533333333333333,4.8,0.5,0.0,0.1333333333333333,0.0,6.0,31860.6,2016.0666666666664,7.6,13.0,4.733333333333333,1.9333333333333331,15.0,1.0
176,116.121949,40.215899,1111027378569.0,35.5,161.78333333333333,23837.25,68.9025,2.0,1.0833333333333333,1.0,1.0,4.0,1998.3333333333333,3.25,2.1666666666666665,0.4025833333333333,0.0,0.75,0.0,6.0,28158.0,2016.5833333333333,5.833333333333333,16.083333333333332,5.666666666666667,2.25,12.0,0.0
177,116.197994,40.192565,1111027378849.0,10.0,118.0,19667.0,60.0,2.0,1.0,1.0,1.0,4.0,1992.0,1.0,2.0,0.5,0.0,1.0,1.0,6.0,30278.0,2016.0,9.0,4.0,6.0,1.0,1.0,0.0
178,116.27215876004728,40.18579423167849,1111033196005.9692,21.45744680851064,219.36713947990543,32664.339243498816,66.36444444444444,1.781323877068558,0.7635933806146572,0.8699763593380615,1.1394799054373523,3.5945626477541373,2009.565011820331,3.00354609929078,5.799054373522458,0.4144444444444444,0.91725768321513,0.1725768321513002,0.1465721040189125,6.0,43169.403073286056,2016.111111111111,6.725768321513002,16.997635933806148,16.969267139479907,1.9869976359338064,846.0,2.0
179,116.32997199999998,40.174041,1111027379664.0,26.639344262295083,210.60491803278688,27565.65573770492,80.67311475409836,1.786885245901639,1.147540983606557,0.9672131147540984,1.1639344262295082,4.0,2004.2459016393443,3.39344262295082,3.80327868852459,0.3443606557377049,0.0,0.6557377049180327,0.0,6.0,33905.0,2015.983606557377,5.950819672131147,14.9672131147541,5.983606557377049,2.557377049180328,61.0,0.0
180,116.41756975862069,40.16871656896552,1111031518487.6724,39.37931034482759,289.0241379310345,28772.12068965517,101.62413793103448,1.9655172413793105,1.2586206896551724,0.9655172413793104,1.4310344827586208,4.0,2005.8275862068965,3.1206896551724137,4.793103448275862,0.4050689655172413,0.7931034482758621,0.5344827586206896,0.0,6.0,34969.293103448275,2016.2758620689656,7.344827586206897,16.25862068965517,6.724137931034483,2.2586206896551726,58.0,3.0
181,116.35755434746468,40.094907577306735,1111027667277.1638,14.020781379883624,315.2983790523691,30848.874480465503,106.40204073150456,2.4222776392352454,1.3798836242726518,0.9995843724023276,1.42809642560266,3.880299251870324,2005.1022443890276,2.63715710723192,3.0939318370739817,0.4388898586866168,0.3333333333333333,0.6450540315876975,0.7335827098919369,6.0,44772.56940980881,2014.6658354114716,6.709891936824605,16.043640897755612,7.152950955943474,2.2369077306733165,2406.0,0.0
182,116.31521067435423,40.091927392988936,1111029476642.012,21.49630996309963,288.96595940959406,29938.2167896679,101.38228782287824,2.3450184501845017,1.2656826568265682,1.0018450184501846,1.4640221402214022,3.987084870848709,2006.392066420664,2.702952029520296,3.071955719557196,0.4322177121771218,0.1678966789667896,0.6411439114391144,0.253690036900369,6.0,43463.60516605166,2015.09963099631,6.682656826568266,16.34778597785978,6.257380073800738,2.329335793357933,1084.0,0.0
183,116.40005800000002,40.189649,1111027377217.0,38.67857142857143,259.2035714285714,29857.285714285717,75.67392857142856,1.8214285714285716,1.0357142857142858,1.0,1.25,3.571428571428572,2010.6785714285716,3.5357142857142856,6.0,0.1966428571428571,1.0,0.0714285714285714,0.0,6.0,36912.0,2016.5,7.642857142857143,17.035714285714285,7.928571428571429,1.8571428571428568,28.0,1.0
194,116.3426230537256,39.90327591877199,1111027494966.629,19.61304764950432,341.91969939238885,65950.4685001599,52.47385673169172,1.4889670610809085,0.8183562519987209,0.9590661976335144,1.078349856092101,1.811000959385993,1998.9779341221615,2.6728493763991046,4.90566037735849,0.2129459545890629,0.8055644387591941,0.6191237607930924,0.9142948512951712,9.725615606012152,93375.78285897024,2014.7873361048928,6.711544611448673,16.451231212024304,17.006076111288774,2.120243044451551,3127.0,1.0
195,116.34567021516392,39.9223183647541,1111027379812.2192,11.399590163934429,535.7311475409836,80375.3094262295,65.63428278688524,1.9918032786885247,0.9979508196721312,1.0,1.0471311475409837,2.844262295081968,1986.688524590164,2.3545081967213117,3.80327868852459,0.3511434426229508,0.4016393442622951,0.7520491803278688,0.3954918032786885,9.901639344262296,120215.89549180328,2014.424180327869,6.206967213114754,16.53073770491803,10.295081967213116,2.096311475409836,488.0,0.0
196,116.30828287789306,39.9208736943336,1111027377645.7288,16.05586592178771,421.1008778930567,67639.38547486033,63.024309656823625,1.971268954509178,1.034317637669593,0.9992019154030328,1.0438946528332005,3.3128491620111733,1990.3806863527532,2.7063048683160416,3.2944932162809257,0.3326504389465283,0.2968874700718276,0.7470071827613727,0.8587390263367917,8.0,91793.24181963288,2014.877094972067,6.880287310454908,16.845969672785316,9.418196328810854,2.260175578611333,1253.0,3.0
197,116.3401983972752,39.933831112806544,1111027392918.35,14.9291553133515,461.71547683923706,65291.23705722071,70.25508446866485,1.962397820163488,1.0686648501362397,1.0,1.0861035422343324,3.100272479564033,1989.3498637602177,2.471934604904632,3.75858310626703,0.3410141689373296,0.3384196185286103,0.797275204359673,0.95858310626703,8.906811989100817,95820.27847411444,2014.5542234332424,6.769482288828338,16.617983651226158,10.695367847411443,2.1253405994550407,1835.0,1.0
198,116.35633082248522,39.93004420769231,1111027401462.397,19.294082840236687,473.6849112426036,71472.47573964497,67.00032544378698,2.023076923076923,1.0106508875739646,0.9940828402366864,1.0615384615384615,3.111834319526628,1987.291124260355,2.5218934911242603,3.2994082840236687,0.3188041420118343,0.450887573964497,0.7313609467455622,0.8781065088757396,10.0,102596.07396449705,2014.7295857988163,6.775739644970415,16.297041420118344,10.657396449704144,2.163313609467456,1690.0,0.0
199,116.35429800518132,39.91747698445596,1111027615853.981,19.259067357512954,502.6119170984456,76854.75474956822,65.37341968911917,1.979274611398964,0.9844559585492229,0.998272884283247,1.0500863557858378,2.772020725388601,1989.2504317789287,2.5613126079447324,3.623488773747841,0.3218566493955095,0.538860103626943,0.7392055267702936,0.844559585492228,10.0,106456.29706390329,2014.7996545768567,6.715025906735751,17.10362694300518,11.654576856649395,2.139896373056995,579.0,1.0
200,116.37868710778444,39.93052599600798,1111027465590.587,11.82435129740519,619.9829341317366,89116.88023952096,69.7458383233533,1.908183632734531,1.0828343313373254,0.99500998003992,1.0808383233532934,3.7744510978043913,1993.4251497005987,2.538922155688623,3.012974051896208,0.3878313373253493,0.2045908183632734,0.7145708582834331,0.9810379241516968,10.0,134343.54091816366,2014.6197604790416,6.756487025948104,16.169660678642714,7.286427145708583,2.0499001996007986,1002.0,1.0
201,116.37838749382716,39.90661270435348,1111027378913.3503,16.62313190383366,554.567706302794,80634.49512670565,68.98445743989603,1.9005847953216373,0.9831059129304744,0.9837556855100714,1.0773229369720598,2.695906432748538,1991.12930474334,2.687459389213775,4.530864197530864,0.2772384665367121,0.7179987004548408,0.7361923326835608,0.9564652371669916,10.0,112259.67641325537,2014.8615984405455,6.846003898635478,16.70175438596491,12.297595841455491,2.126055880441845,1539.0,9.0
202,116.35780727398443,39.90503635004321,1111027567860.586,16.98789974070873,437.2850475367329,71384.66378565255,61.42148660328436,1.9818496110630943,0.9602420051858254,1.0,1.0190146931719966,3.22990492653414,1983.7692307692307,2.617977528089888,3.1028522039757997,0.3311400172860847,0.3543647363872083,0.7605877268798618,0.8522039757994814,10.0,102067.46931719963,2014.9222126188415,6.784788245462403,16.961970613656007,9.244598098530682,2.2074330164217804,1157.0,4.0
203,116.37122493175072,39.89229126508408,1111027378426.462,15.061325420375866,353.4398615232443,50779.81008902077,70.19649851632047,1.665677546983185,0.9366963402571712,1.0,1.0919881305637982,1.6458951533135509,1999.1285855588528,2.3758654797230463,5.620178041543027,0.2572274975272008,0.8269040553907022,0.7754698318496538,0.9248269040553908,10.0,78673.7546983185,2014.473788328388,6.494559841740851,16.835806132542036,18.07814045499505,2.125618199802176,1011.0,1.0
204,116.34972456483516,39.892233784615385,1111027423371.4546,23.96190476190476,417.144652014652,57229.46043956044,74.47512087912088,1.876923076923077,1.0021978021978022,0.9992673992673992,1.1223443223443224,2.3131868131868134,1996.89010989011,2.578021978021978,4.573626373626373,0.3082355311355311,0.6102564102564103,0.7087912087912088,0.8080586080586081,10.0,85677.27399267399,2014.859340659341,6.61025641025641,16.486080586080586,17.1,2.175091575091575,2730.0,1.0
205,116.33185743337714,39.889029501182655,1111027378422.6355,19.29671484888305,347.95088042049935,49121.46202365309,71.2334691195795,1.922733245729304,1.1109067017082783,0.9986859395532196,1.0712220762155058,2.5892247043364,1995.2478318002627,2.589487516425756,4.565045992115637,0.3126028909329829,0.6415243101182655,0.7132720105124836,0.8289093298291721,6.465703022339028,71518.97871222076,2014.7944809461237,6.747437582128778,16.711957950065703,14.8,2.157950065703022,3805.0,4.0
206,116.30873419124424,39.89753191935484,1111027378731.2996,15.942396313364055,341.0608294930876,45265.11520737328,78.29730414746544,1.8571428571428568,1.101382488479263,0.9907834101382488,1.1566820276497696,2.456221198156682,2002.1866359447004,2.5944700460829493,4.944700460829493,0.3294815668202765,0.7327188940092166,0.5806451612903226,0.3271889400921659,6.631336405529954,67989.70967741935,2014.755760368664,6.638248847926267,17.20967741935484,18.82488479262673,2.1589861751152077,434.0,4.0
207,116.3621244831014,39.941613019218025,1111027377599.3645,20.01590457256461,453.3122597746852,67486.33465871438,67.94397614314116,1.926441351888668,1.0430748840291584,0.9907223326706428,1.0649436713055005,2.8436050364479786,1991.39098740888,2.52882703777336,3.284294234592445,0.3328356527501657,0.5354539430086149,0.7216699801192843,1.0,10.0,98986.71040424122,2014.642147117296,6.681245858184228,16.114645460569914,11.455931080185554,2.176938369781312,1509.0,2.0
208,116.35499593313224,39.96006529713424,1111027379722.984,14.30718954248366,437.3632981397688,58725.88838612368,74.5985168426345,1.9753645047762696,1.0804424333836098,0.9974861739567622,1.105580693815988,2.6902966314731023,1994.136752136752,2.443438914027149,4.302664655605832,0.3432021116138763,0.5691302161890397,0.7244846656611362,0.3283056812468577,8.237305178481648,85653.77023629965,2014.6339869281048,6.553041729512318,16.376571141277022,12.381096028154852,2.163901458019105,1989.0,5.0
